epoch,train_loss,dev_dice,dev_loss
1,0.9074151956222274,0.18209960136956602,0.8563421567281088
2,0.6844891673265889,0.29336971862694533,0.7406260500351588
3,0.5829009966318759,0.2834707496375662,0.7466434830711002
4,0.540596443094741,0.4287848821384261,0.5993184258540472
5,0.5087187961234074,0.4161890243773741,0.6115927981478827
6,0.4759418058864166,0.4552468980044776,0.5656741650331588
7,0.4529496443872318,0.44005467132272136,0.5777559413796379
8,0.4477755917084702,0.4692334950676535,0.5538296981936409
9,0.4241723983178726,0.45305363650701264,0.5689559838601521
10,0.4225506351004092,0.4608252132382012,0.5582303066338812
11,0.39816350720680216,0.5240014043556532,0.49518782241003856
12,0.3961424531424017,0.5182515657892969,0.5034167634589332
13,0.378832417330816,0.5339756179072096,0.4843129365926697
14,0.38286980077553023,0.5271550440200926,0.49064296164682936
15,0.3648303836298902,0.5513584491216033,0.46423266161055793
16,0.3527862145454048,0.532692421476645,0.4859243435519082
17,0.3420736073387083,0.49212912182046065,0.5217246120174726
18,0.3409942405334001,0.5504156875663531,0.4628219566174916
19,0.33876013144868555,0.5433511363850375,0.471346971818379
20,0.3343661936917944,0.534546203388743,0.4788796861966451
21,0.3129863071892607,0.5111644641242111,0.5033294474085171
22,0.3180787808720789,0.5286895649160941,0.4848762667604855
23,0.3123291855071934,0.5124178409269738,0.4984530333961759
24,0.30058244096658876,0.5358988725090665,0.47729285054263615
25,0.30246834604862777,0.5421763779490886,0.4692919032914298
