model_dir,display_name,augmentation,fold_index,fold_name,run_dir,stage,exit_code,status,log_path,timestamp_start,timestamp_end
uxnet,UXNet,motion_consistent_0.5,0,kfold_01,runs/uxnet/run_DA_kfold_01,dice_comparison,0,success,runs/uxnet/run_DA_kfold_01/logs/run_20260430_035800.log,2026-04-30T22:24:26Z,2026-04-30T22:24:26Z
uxnet,UXNet,motion_consistent_0.5,0,kfold_01,runs/uxnet/run_DA_kfold_01,plot_training,0,success,runs/uxnet/run_DA_kfold_01/logs/run_20260430_035800.log,2026-04-30T22:24:26Z,2026-04-30T22:24:27Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,train,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-04-30T22:24:27Z,2026-05-01T11:19:43Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,infer_clean,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:19:43Z,2026-05-01T11:25:36Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,eval_clean,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:25:36Z,2026-05-01T11:25:58Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,infer_augmented,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:25:58Z,2026-05-01T11:31:48Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,eval_augmented,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:31:49Z,2026-05-01T11:32:11Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,charts,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:32:11Z,2026-05-01T11:32:12Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,dice_comparison,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:32:12Z,2026-05-01T11:32:13Z
uxnet,UXNet,motion_consistent_0.5,1,kfold_02,runs/uxnet/run_DA_kfold_02,plot_training,0,success,runs/uxnet/run_DA_kfold_02/logs/run_20260501_002427.log,2026-05-01T11:32:13Z,2026-05-01T11:32:14Z
