epoch,train_loss,dev_dice,dev_loss
1,0.878550945186615,0.14158836749355988,0.8592959050160305
2,0.7136655453681946,0.2692256852146933,0.7330448426258792
3,0.5695439010143281,0.3147628449591645,0.6864230044328483
4,0.5257203271389007,0.4508655361778023,0.5514481128401058
5,0.4941299261331558,0.4076123217948461,0.5930084434284526
6,0.47858041219711306,0.41278672651987064,0.587887765115993
7,0.4633039948225021,0.4311544007694081,0.5705515598035922
8,0.43957340388298033,0.43613969068839137,0.5641141173186576
9,0.42540388231277465,0.42045463379380543,0.580025383241617
10,0.40821153004169464,0.47504359739570867,0.5254782271233334
11,0.40009172286987305,0.4824295073576419,0.5175698217313001
12,0.39578725905418394,0.4999014827560532,0.500665795651211
13,0.37131485204696657,0.472854506617684,0.5275185567558192
14,0.35970802090167997,0.49135810581746303,0.509163899406506
15,0.3456099969387054,0.511189209075831,0.48916239799207945
16,0.3424399224042892,0.46424352963563476,0.5360001071243529
17,0.3376000771999359,0.4857476221783586,0.5145899444628673
18,0.32779966175556186,0.5133989134365746,0.48675631527688096
19,0.3231232124090195,0.4695964008410332,0.5307322550731101
20,0.3223278878688812,0.49528960683530415,0.5050679923622472
21,0.31590166063308717,0.5055733717095849,0.49440383417591166
22,0.323358811879158,0.5002273130944955,0.5000974813084693
23,0.31292448511123655,0.5095980589439376,0.49054671738557754
24,0.3135734406471252,0.5193150869473592,0.4807125808327061
25,0.30892821459770203,0.4749302944877102,0.5249422549442121
26,0.29859867265224455,0.5077566166049154,0.4922711518919392
27,0.29570563652515414,0.5421867224117746,0.4581279712877456
28,0.29718748030662534,0.5104351023465628,0.489556814454923
29,0.2923226419687271,0.5155473399610077,0.4844935748987137
30,0.2927842205286026,0.4894561791240402,0.5105881448004655
31,0.2800058146715164,0.49049882534409694,0.5098151200136561
32,0.28300524826049805,0.49390028208805076,0.5061505292631259
33,0.28736141262054443,0.4249448684467938,0.5750957788175838
34,0.28395693452358245,0.5286762160697555,0.47158585991829066
35,0.27586047847270967,0.4923950901872086,0.5078108143654598
36,0.26855324585437773,0.5025216955354328,0.49758293218673416
37,0.26719493520259857,0.5322652499924354,0.4678473912986221
