epoch,train_loss,dev_dice,dev_loss
1,-0.18340714528003838,0.3198169793390014,-0.2691873594871833
2,-0.37647360970288635,0.3768813118167506,-0.3376701842838277
3,-0.4387558482070727,0.46597959824697116,-0.44215853087648394
4,-0.47718328400466165,0.5175434809598749,-0.4932227173154908
5,-0.5096245776131937,0.515807037061257,-0.495509075580187
6,-0.5173560794499704,0.5042681892527484,-0.48708235612139106
7,-0.558885419622694,0.44904342466662245,-0.4329345927845376
8,-0.5579341858226473,0.4162499342448943,-0.3709928168150197
9,-0.564394960415338,0.5515266646267971,-0.5353399844258092
10,-0.544250371573145,0.3894102024291462,-0.36452021536228824
11,-0.5949367426844047,0.41924571130503646,-0.3892512303239311
12,-0.5898123515318416,0.49041821442725475,-0.47540964877365954
13,-0.5992908390683186,0.4564346870787894,-0.4388056383046898
14,-0.5968810102773374,0.510775024503133,-0.4956813442664931
15,-0.6186244597324065,0.539500916435421,-0.5248408628062212
16,-0.613408247782928,0.4876772684396462,-0.4734976386108125
17,-0.6326211809002146,0.5284316838667187,-0.5128665401411819
18,-0.6363663598977429,0.5358870250384853,-0.5213464388135998
19,-0.6447510467894566,0.5556386628560541,-0.5428380944937955
20,-0.6533533623796604,0.54640960625489,-0.5309602166027096
21,-0.6490455695899199,0.5182358688521389,-0.5045873506593385
22,-0.6423059241905947,0.53352348210378,-0.5175379072648606
23,-0.6482651023360582,0.5249436232465432,-0.5098343885947196
24,-0.6584800095390919,0.5285744215693216,-0.5121088769708183
25,-0.677106249430362,0.5355893827526929,-0.5211610280587116
26,-0.660134297848218,0.5182333378616644,-0.5029038605102826
27,-0.6814501695860455,0.5198528812877599,-0.505019192673665
28,-0.6733083498183464,0.5183586343288042,-0.5034745494025715
29,-0.6754123872990929,0.5466643922713493,-0.5319905096775897
