epoch,train_loss,dev_dice,dev_loss
1,0.8678766669571399,0.26371296123590976,0.7792217852013885
2,0.6476325557231903,0.22082274198599036,0.81642054866074
3,0.5675654385149479,0.38799650779234723,0.6457464625691153
4,0.5217014510452748,0.43548624348584053,0.583727195479308
5,0.4919910817950964,0.4304953232050985,0.586983790917761
6,0.47353651839792726,0.4481508018231084,0.5746813276011473
7,0.4464545487940311,0.41611511531291134,0.605592620363281
8,0.43521413749456406,0.4642790283447942,0.5560745849825774
9,0.4238267717242241,0.5037113700514257,0.513297312531122
10,0.40136018650233746,0.49609276259494767,0.5218914167326727
11,0.3903160690665245,0.4990280237384709,0.5127230244362431
12,0.3849716686666012,0.46489924698500407,0.5539896639099546
13,0.3769897370874882,0.510257573158697,0.5047582817400337
14,0.3563293969362974,0.4913857356657649,0.5227129281895935
15,0.351423328730464,0.5166501437272245,0.4958178511565658
16,0.33571726779043676,0.5063473059772353,0.5067566104090897
17,0.3406853733569384,0.5055153977462624,0.507045867621519
18,0.3215673879981041,0.5221151264180185,0.4907074815528408
19,0.3184118736833334,0.5118154034938892,0.5013067606053535
20,0.30975051625967026,0.5317729654219184,0.4816149208386233
21,0.3132516507357359,0.5150259817735533,0.4980971844522816
22,0.3131305053561926,0.5197151060090609,0.49264746320665265
23,0.3033096929103136,0.5344935999581268,0.4782596471108449
24,0.2994901840239763,0.5124279045920958,0.4998184476688409
25,0.2976476155757904,0.5408151308287653,0.4714028638354532
26,0.28909573061466215,0.5417823238889055,0.4715513572286648
27,0.28115720999538896,0.5204668372480943,0.4915891013517501
28,0.2767037285923958,0.48018079379947093,0.5359002899876826
29,0.2884492464721203,0.5222681200939956,0.48917441554130264
30,0.28447793279886247,0.48991305209501,0.5231270035550852
31,0.269918924254179,0.5384849408621287,0.47293118629485936
32,0.2699981621801853,0.5090011461385381,0.5030167181116001
33,0.25926404570937156,0.4764997683970028,0.5374252916711151
34,0.2638636849194765,0.518042767290298,0.4931594493567564
35,0.2686608249112964,0.500584188102453,0.5124928555006434
36,0.2580805783033371,0.5207143337805143,0.4910752909957983
