architecture,training_condition,lesion_size_bin,lesion_size_bin_label,lesion_voxel_range,n,clean_mean_dice,artifact_mean_dice,mean_dice_drop_clean_minus_artifact,median_dice_drop_clean_minus_artifact,bootstrap_ci95_low,bootstrap_ci95_high,wilcoxon_p,effect_size_paired_cohens_dz,clean_failure_rate_dice_lt_0_1,artifact_failure_rate_dice_lt_0_1,failure_rate_increase_artifact_minus_clean,clean_strong_rate_dice_ge_0_7,artifact_strong_rate_dice_ge_0_7,strong_rate_change_artifact_minus_clean,holm_family,source_metric_files,wilcoxon_p_holm
Swin UNETR,Standard,1,"[13, 1159)","[13, 1159)",163,0.32897497825412586,0.25874383490109754,0.07023114335302834,0.002592407092121496,0.04893999165578505,0.09333864937283992,6.597382110444963e-11,0.4845301287020311,0.38650306748466257,0.50920245398773,0.12269938650306744,0.147239263803681,0.08588957055214724,-0.06134969325153375,atlas_lesion_size_clean_artifact_drops,runs/swin/run_kfold_01/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_01/eval_local/test_clean_metrics.json;runs/swin/run_kfold_02/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_02/eval_local/test_clean_metrics.json;runs/swin/run_kfold_03/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_03/eval_local/test_clean_metrics.json;runs/swin/run_kfold_04/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_04/eval_local/test_clean_metrics.json;runs/swin/run_kfold_05/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_05/eval_local/test_clean_metrics.json,1.1215549587756437e-09
Swin UNETR,Standard,2,"[1159, 5290)","[1159, 5290)",163,0.4581053049057179,0.4194397255196264,0.03866557938609141,0.0027285131104809123,0.02473422624938232,0.05380286318833522,1.7701452922688783e-06,0.4008720753950097,0.15337423312883436,0.1901840490797546,0.036809815950920255,0.2392638036809816,0.17177914110429449,-0.06748466257668712,atlas_lesion_size_clean_artifact_drops,runs/swin/run_kfold_01/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_01/eval_local/test_clean_metrics.json;runs/swin/run_kfold_02/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_02/eval_local/test_clean_metrics.json;runs/swin/run_kfold_03/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_03/eval_local/test_clean_metrics.json;runs/swin/run_kfold_04/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_04/eval_local/test_clean_metrics.json;runs/swin/run_kfold_05/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_05/eval_local/test_clean_metrics.json,2.124174350722654e-05
Swin UNETR,Standard,3,"[5290, 36236)","[5290, 36236)",163,0.5684349870641943,0.5208755930745204,0.04755939398967385,0.006778604526368248,0.03301120724216817,0.06390750539482246,2.9753718559099585e-11,0.4704211328987478,0.0736196319018405,0.07975460122699386,0.006134969325153367,0.34355828220858897,0.2822085889570552,-0.06134969325153378,atlas_lesion_size_clean_artifact_drops,runs/swin/run_kfold_01/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_01/eval_local/test_clean_metrics.json;runs/swin/run_kfold_02/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_02/eval_local/test_clean_metrics.json;runs/swin/run_kfold_03/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_03/eval_local/test_clean_metrics.json;runs/swin/run_kfold_04/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_04/eval_local/test_clean_metrics.json;runs/swin/run_kfold_05/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_05/eval_local/test_clean_metrics.json,5.653206526228921e-10
Swin UNETR,Standard,4,"[36236, 496656]","[36236, 496656]",164,0.7397234395182952,0.7028936239959045,0.036829815522390716,0.00984264555696851,0.026839017322705466,0.048231040379215766,3.019446603416405e-15,0.5272758644108674,0.012195121951219513,0.024390243902439025,0.012195121951219513,0.7439024390243902,0.676829268292683,-0.06707317073170727,atlas_lesion_size_clean_artifact_drops,runs/swin/run_kfold_01/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_01/eval_local/test_clean_metrics.json;runs/swin/run_kfold_02/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_02/eval_local/test_clean_metrics.json;runs/swin/run_kfold_03/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_03/eval_local/test_clean_metrics.json;runs/swin/run_kfold_04/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_04/eval_local/test_clean_metrics.json;runs/swin/run_kfold_05/eval_local/test_augmented_metrics.json;runs/swin/run_kfold_05/eval_local/test_clean_metrics.json,7.850561168882654e-14
UXNet,Augmented,1,"[13, 1159)","[13, 1159)",163,0.3432814205273198,0.3115575119632766,0.031723908564043224,0.0,0.017653734165240225,0.04779659577722648,0.0008986635843862643,0.32716567118882706,0.4110429447852761,0.4294478527607362,0.018404907975460127,0.2085889570552147,0.15950920245398773,-0.04907975460122699,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json,0.003594654337545057
UXNet,Augmented,2,"[1159, 5290)","[1159, 5290)",163,0.45337992927386384,0.4213659146625244,0.03201401461133956,0.00287473359938073,0.017514962244087266,0.04791611460344285,2.498991388349862e-08,0.32136100435071474,0.1656441717791411,0.20245398773006135,0.036809815950920255,0.24539877300613497,0.2085889570552147,-0.036809815950920255,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json,3.4985879436898063e-07
UXNet,Augmented,3,"[5290, 36236)","[5290, 36236)",163,0.5794932188705608,0.5387163579987688,0.04077686087179192,0.0032779299235674575,0.02702752068961576,0.05649047867459156,3.3669368897207864e-11,0.4297821395476042,0.0736196319018405,0.1165644171779141,0.04294478527607361,0.4233128834355828,0.37423312883435583,-0.04907975460122699,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json,6.060486401497415e-10
UXNet,Augmented,4,"[36236, 496656]","[36236, 496656]",164,0.7318186236947986,0.7078740221999945,0.023944601494804086,0.009231087681066508,0.017820254169883334,0.030978110037405863,1.177903834076932e-17,0.5680588029826458,0.018292682926829267,0.03048780487804878,0.012195121951219513,0.7682926829268293,0.6951219512195121,-0.07317073170731714,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json,3.415921118823103e-16
UXNet,Standard,1,"[13, 1159)","[13, 1159)",163,0.34136835934553256,0.2814158631124416,0.05995249623309096,7.586571889981531e-10,0.03874483194190335,0.0839432540061101,1.567973367431471e-06,0.40337906013551855,0.39263803680981596,0.48466257668711654,0.09202453987730058,0.19631901840490798,0.15337423312883436,-0.04294478527607362,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json,2.0383653776609124e-05
UXNet,Standard,2,"[1159, 5290)","[1159, 5290)",163,0.46479782988155216,0.4160453364522202,0.048752493429332015,0.005651377388965595,0.03204297248910698,0.06753138655022015,5.371946365983106e-09,0.4238941502134914,0.1411042944785276,0.20245398773006135,0.06134969325153375,0.25766871165644173,0.18404907975460122,-0.07361963190184051,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json,8.057919548974659e-08
UXNet,Standard,3,"[5290, 36236)","[5290, 36236)",163,0.5778739176121083,0.5227652087344233,0.055108708877684834,0.015288988809305848,0.04068970872026717,0.07039720135844309,1.1807178331282253e-12,0.5631846303830985,0.06748466257668712,0.09202453987730061,0.024539877300613494,0.4294478527607362,0.3374233128834356,-0.09202453987730064,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json,2.5975792328820955e-11
UXNet,Standard,4,"[36236, 496656]","[36236, 496656]",164,0.7257818820873847,0.695810592253643,0.029971289833741796,0.004715928951146475,0.02108188615864848,0.039380527961793255,8.688153968024198e-15,0.49785526315917106,0.024390243902439025,0.036585365853658534,0.01219512195121951,0.7378048780487805,0.6463414634146342,-0.09146341463414631,atlas_lesion_size_clean_artifact_drops,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json,2.1720384920060496e-13
