architecture,training_condition,evaluation_condition,lesion_size_bin,lesion_size_bin_label,lesion_voxel_range,n,mean_dice,median_dice,iqr_dice,catastrophic_failure_rate_dice_lt_0_1,strong_performance_rate_dice_ge_0_7,mean_precision,mean_recall,median_predicted_voxel_count,median_ground_truth_voxel_count,source_metric_files
UXNet,Augmented,artifact,1,"[13, 1159)","[13, 1159)",163,0.3115575119632766,0.261491318425443,0.6118056702044666,0.4294478527607362,0.15950920245398773,0.4836817972630511,0.3920226072742123,397.0,509.0,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Augmented,artifact,2,"[1159, 5290)","[1159, 5290)",163,0.42136591466252427,0.44523129646542187,0.5218369479713187,0.20245398773006135,0.2085889570552147,0.5095783979974277,0.47298522652614317,2531.0,2492.0,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Augmented,artifact,3,"[5290, 36236)","[5290, 36236)",163,0.5387163579987688,0.611130228914216,0.38874181127836466,0.1165644171779141,0.37423312883435583,0.6529264514036445,0.5223956487009082,9569.0,12541.0,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Augmented,artifact,4,"[36236, 496656]","[36236, 496656]",164,0.7078740221999945,0.7794850062229097,0.18230321467431432,0.03048780487804878,0.6951219512195121,0.8183299281298199,0.6854450322462383,78159.5,84688.0,runs/uxnet/run_DA_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Augmented,clean,1,"[13, 1159)","[13, 1159)",163,0.3432814205273198,0.29840737695020336,0.6801820107790735,0.4110429447852761,0.2085889570552147,0.5333916140382389,0.4197390074438324,350.0,509.0,runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json
UXNet,Augmented,clean,2,"[1159, 5290)","[1159, 5290)",163,0.45337992927386384,0.4711111112179573,0.5047898181473949,0.1656441717791411,0.24539877300613497,0.5646077310048464,0.499207128453356,2304.0,2492.0,runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json
UXNet,Augmented,clean,3,"[5290, 36236)","[5290, 36236)",163,0.5794932188705608,0.6546866772212555,0.3499433713973741,0.0736196319018405,0.4233128834355828,0.7012378930457188,0.5588408443978208,9773.0,12541.0,runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json
UXNet,Augmented,clean,4,"[36236, 496656]","[36236, 496656]",164,0.7318186236947987,0.8033388779284125,0.16313909571872576,0.018292682926829267,0.7682926829268293,0.841968062553768,0.7066413608335043,79330.5,84688.0,runs/uxnet/run_DA_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_DA_kfold_05/eval_local/test_clean_metrics.json
UXNet,Standard,artifact,1,"[13, 1159)","[13, 1159)",163,0.2814158631124416,0.15755832547817858,0.5830434844887808,0.48466257668711654,0.15337423312883436,0.3950841981136645,0.36487292877017447,539.0,509.0,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Standard,artifact,2,"[1159, 5290)","[1159, 5290)",163,0.4160453364522202,0.44105173884067683,0.4600242164962651,0.20245398773006135,0.18404907975460122,0.5300229971639557,0.4681647154778831,2298.0,2492.0,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Standard,artifact,3,"[5290, 36236)","[5290, 36236)",163,0.5227652087344233,0.5559451153625948,0.38625389635811924,0.09202453987730061,0.3374233128834356,0.662415476967272,0.49550581028363305,7869.0,12541.0,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Standard,artifact,4,"[36236, 496656]","[36236, 496656]",164,0.695810592253643,0.7740029015692385,0.2683367406581617,0.036585365853658534,0.6463414634146342,0.8299917861654151,0.6560676762498009,72628.0,84688.0,runs/uxnet/run_kfold_01/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_augmented_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_augmented_metrics.json
UXNet,Standard,clean,1,"[13, 1159)","[13, 1159)",163,0.34136835934553256,0.279260781027453,0.6557734172029221,0.39263803680981596,0.19631901840490798,0.5158283985806317,0.4144164620675876,385.0,509.0,runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json
UXNet,Standard,clean,2,"[1159, 5290)","[1159, 5290)",163,0.46479782988155216,0.4946043167740089,0.4493330800504773,0.1411042944785276,0.25766871165644173,0.5897891784604161,0.50484642630129,2163.0,2492.0,runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json
UXNet,Standard,clean,3,"[5290, 36236)","[5290, 36236)",163,0.5778739176121083,0.648806487367433,0.38473685049851214,0.06748466257668712,0.4294478527607362,0.7151239201234173,0.542735566880263,8416.0,12541.0,runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json
UXNet,Standard,clean,4,"[36236, 496656]","[36236, 496656]",164,0.7257818820873848,0.7964582000436565,0.19391375611157102,0.024390243902439025,0.7378048780487805,0.85922742535587,0.6803166270785319,73336.0,84688.0,runs/uxnet/run_kfold_01/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_02/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_03/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_04/eval_local/test_clean_metrics.json;runs/uxnet/run_kfold_05/eval_local/test_clean_metrics.json
